ContDmgFnId,Occupancy,Source,Description,m4,m3,m2,m1,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,Comment
175,COM1,USACE - New Orleans,"Convenience Store, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
176,COM1,USACE - New Orleans,"Convenience Store, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
177,COM1,USACE - New Orleans,"Department Store, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
178,COM1,USACE - New Orleans,"Department Store, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
179,COM1,USACE - New Orleans,"Furniture Store, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
180,COM1,USACE - New Orleans,"Furniture Store, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
181,COM1,USACE - New Orleans,"Gas Stations, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
182,COM1,USACE - New Orleans,"Gas Stations, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
183,COM1,USACE - New Orleans,"Large Grocery, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
184,COM1,USACE - New Orleans,"Large Grocery, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
185,COM1,USACE - New Orleans,"Neighborhood Grocery, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
186,COM1,USACE - New Orleans,"Neighborhood Grocery, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
187,COM1,USACE - New Orleans,"Home Repair Store, contents, salt water, long duration",0,0,0,0,0,88,88,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
188,COM1,USACE - New Orleans,"Home Repair Store, contents, fresh water, short duration",0,0,0,0,0,17,45,60,65,86,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,NULL
189,COM1,USACE - New Orleans,"Liquor Store, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
190,COM1,USACE - New Orleans,"Liquor Store, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
191,COM1,USACE - New Orleans,"Shoe Store, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
192,COM1,USACE - New Orleans,"Shoe Store, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
193,COM1,USACE - New Orleans,"Wine Store, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
194,COM1,USACE - New Orleans,"Wine Store, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,NULL
195,COM2,USACE - Galveston,"Average wholesale trade, Contents",0,0,0,0,3,16,27,36,49,57,63,69,72,76,80,82,84,86,87,87,88,89,89,89,89,89,89,89,89,NULL
196,COM2,USACE - Galveston,"Auto Parts, contents (Inventory)",0,0,0,0,0,18,30,59,70,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
197,COM2,USACE - Galveston,"Auto Parts/Mufflers, contents (Inventory)",0,0,0,0,0,10,20,40,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
198,COM2,USACE - Galveston,"Heavy Equipment Storage, contents (Equipment)",0,0,0,0,14,17,20,23,25,29,35,38,42,51,63,77,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
199,COM2,USACE - Galveston,"Food Warehouse, contents (Inventory)",0,0,0,0,0,25,40,55,70,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,NULL
200,COM2,USACE - Galveston,"Highway Material Storage, contents (Equipment)",0,0,0,0,0,5,5,10,10,25,25,50,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,NULL
201,COM2,USACE - Galveston,"Jewelry, contents (Inventory)",0,0,0,0,0,7,15,24,33,39,45,51,56,61,65,70,74,79,83,87,92,95,96,96,96,96,96,96,96,NULL
202,COM2,USACE - Galveston,"Lumber Yard, contents (Inventory)",0,0,0,0,0,20,30,45,60,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
203,COM2,USACE - Galveston,"Medical Supplies, contents (Equipment)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
204,COM2,USACE - Galveston,"Medical Supplies, contents (Inventory)",0,0,0,0,0,11,20,27,35,43,50,57,65,73,80,88,96,100,100,100,100,100,100,100,100,100,100,100,100,NULL
205,COM2,USACE - Galveston,"Municipal Storage Warehouse, contents (Equipment)",0,0,0,0,0,28,40,58,75,75,75,75,75,75,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,NULL
206,COM2,USACE - Galveston,"Municipal Storage Warehouse, contents (Inventory)",0,0,0,0,0,11,16,19,21,23,28,35,47,67,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,NULL
207,COM2,USACE - Galveston,"Paper Products Warehouse, contents (Equipment)",0,0,0,0,0,22,42,58,75,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
208,COM2,USACE - Galveston,"Paper Products Warehouse, contents (Inventory)",0,0,0,0,0,17,27,36,44,52,59,67,73,80,90,98,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
209,COM2,USACE - Galveston,"Safety Equipment, contents (Equipment)",0,0,0,0,0,12,25,37,50,62,75,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
210,COM2,USACE - Galveston,"Safety Equipment, contents (Inventory)",0,0,0,0,0,12,25,37,50,62,75,85,93,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
211,COM2,USACE - Galveston,"Sporting Goods, contents (Equipment)",0,0,0,0,0,0,0,0,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,NULL
212,COM2,USACE - Galveston,"Sporting Goods, contents (Inventory)",0,0,0,0,0,20,30,50,53,55,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,NULL
213,COM2,USACE - Galveston,"Sporting Goods Warehouse, contents (Equipment)",0,0,0,0,0,35,50,63,75,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
214,COM2,USACE - Galveston,"Sporting Goods Warehouse, contents (Inventory)",0,0,0,0,0,35,50,63,75,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
215,COM2,USACE - Galveston,"Storage - Chemicals, contents (Equipment)",0,0,0,0,0,10,15,20,25,35,45,55,65,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,NULL
216,COM2,USACE - Galveston,"Storage - Chemicals, contents (Inventory)",0,0,0,0,0,15,20,30,40,50,60,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
217,COM2,USACE - Galveston,"Storage - Machine Parts, contents (Inventory)",0,0,0,0,0,20,30,40,50,50,50,75,75,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
218,COM2,USACE - Galveston,"T.V. Station, contents (Equipment)",0,0,0,0,0,3,9,9,9,9,11,13,15,18,22,26,30,35,43,54,70,95,100,100,100,100,100,100,100,NULL
219,COM2,USACE - Galveston,"T.V. Repair, contents (Equipment)",0,0,0,0,7,10,11,13,16,21,27,34,42,52,63,74,86,100,100,100,100,100,100,100,100,100,100,100,100,NULL
220,COM2,USACE - Galveston,"T.V. Repair, contents (Inventory)",0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
221,COM2,USACE - Galveston,"Trailer Parts, contents (Equipment)",0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80,80,NULL
222,COM2,USACE - Galveston,"Trailer Parts, contents (Inventory)",0,0,0,0,0,0,8,16,28,32,40,43,46,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NULL
223,COM2,USACE - Galveston,"Warehouse, contents (Inventory)",0,0,0,0,0,11,16,19,21,23,28,35,47,67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
224,COM2,USACE - Galveston,"Beer Warehouse, contents (Equipment)",0,0,0,0,0,25,40,55,70,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,NULL
225,COM2,USACE - Galveston,"Beer Warehouse, contents (Inventory)",0,0,0,0,0,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
226,COM2,USACE - Galveston,"Bottled Gases Warehouse, contents (Equipment)",0,0,0,0,0,0,0,0,25,35,50,50,50,60,60,60,60,60,75,75,75,75,75,75,75,75,75,75,75,NULL
227,COM2,USACE - Galveston,"Bottled Gases Warehouse, contents (Inventory)",0,0,0,0,0,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,NULL
228,COM2,USACE - Galveston,"Cement Warehouse, contents (Inventory)",0,0,0,0,0,20,40,60,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
229,COM2,USACE - Galveston,"Detergents Warehouse, contents (Equipment)",0,0,0,0,0,5,10,15,20,25,35,35,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,NULL
230,COM2,USACE - Galveston,"Detergents Warehouse, contents (Inventory)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
231,COM2,USACE - Galveston,"Heavy Machinery Warehouse, contents (Equipment)",0,0,0,0,0,5,11,17,20,23,25,29,35,42,51,63,77,80,80,80,80,80,80,80,80,80,80,80,80,NULL
232,COM2,USACE - Galveston,"Heavy Machinery Warehouse, contents (Inventory)",0,0,0,0,0,10,25,25,35,40,50,75,75,75,75,75,75,85,85,90,90,90,90,90,90,90,90,90,90,NULL
233,COM2,USACE - Galveston,"Petroleum Warehouse, contents (Equipment)",0,0,0,0,0,0,0,0,25,35,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,NULL
234,COM2,USACE - Galveston,"Petroleum Warehouse, contents (Inventory)",0,0,0,0,0,0,0,10,20,40,60,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,NULL
235,COM2,USACE - Galveston,"Western Auto, contents (Equipment)",0,0,0,0,0,6,8,16,59,65,70,73,77,81,84,87,90,93,96,100,100,100,100,100,100,100,100,100,100,NULL
236,COM2,USACE - Galveston,"Western Auto, contents (Inventory)",0,0,0,0,0,23,50,75,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
237,COM2,USACE - New Orleans,"Warehouse, contents, salt water, long duration",0,0,0,0,0,53,70,80,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,NULL
238,COM2,USACE - New Orleans,"Warehouse, contents, fresh water, short duration",0,0,0,0,0,19,31,40,45,49,54,58,63,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,NULL
239,COM2,USACE - St. Paul,"Warehouse, contents, fresh water",0,0,0,0,15,31,43,53,61,67,71,73,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,NULL
240,COM3,USACE - Galveston,"Average personal/repair services, Contents (Invetory)",0,0,0,0,4,29,46,67,79,85,91,92,92,93,94,96,96,97,97,98,98,98,98,98,98,98,98,98,98,NULL
241,COM3,USACE - Galveston,"Auto Repair, contents (Equipment)",0,0,0,0,0,30,56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
242,COM3,USACE - Galveston,"Auto Repair, contents (Inventory)",0,0,0,0,50,80,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
243,COM3,USACE - Galveston,"Auto Service, contents (Inventory)",0,0,0,0,10,40,60,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
244,COM3,USACE - Galveston,"Barber Shop, contents (Equipment)",0,0,0,0,22,29,37,48,62,78,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,NULL
245,COM3,USACE - Galveston,"Barber Shop, contents (Inventory)",0,0,0,0,0,15,50,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
246,COM3,USACE - Galveston,"Beauty Shop, contents (Equipment)",0,0,0,0,0,70,87,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
247,COM3,USACE - Galveston,"Beauty Shop, contents (Inventory)",0,0,0,0,0,18,31,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
248,COM3,USACE - Galveston,"Boat Service, contents (Equipment)",0,0,0,0,0,8,12,20,29,40,50,59,67,75,84,92,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
249,COM3,USACE - Galveston,"Boat Service, contents (Inventory)",0,0,0,0,8,33,52,70,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
250,COM3,USACE - Galveston,"Car Wash, contents (Equipment)",0,0,0,0,0,10,25,40,50,60,75,75,75,75,75,75,75,80,80,80,80,80,80,80,80,80,80,80,80,NULL
251,COM3,USACE - Galveston,"Car Wash, contents (Inventory)",0,0,0,0,0,25,50,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
252,COM3,USACE - Galveston,"Cemetary Complex, contents (Equipment)",0,0,0,0,0,29,34,76,88,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,NULL
253,COM3,USACE - Galveston,"Cemetary Complex, contents (Inventory)",0,0,0,0,0,92,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
254,COM3,USACE - Galveston,"Cleaners, contents (Equipment)",0,0,0,0,0,10,30,50,75,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
255,COM3,USACE - Galveston,"Cleaners-substation, contents (Equipment)",0,0,0,0,0,4,10,75,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,NULL
256,COM3,USACE - Galveston,"Cleaners-substation, contents (Inventory)",0,0,0,0,0,49,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
257,COM3,USACE - Galveston,"Private Day Care, contents (Equipment)",0,0,0,0,0,20,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
258,COM3,USACE - Galveston,"Private Day Care, contents (Inventory)",0,0,0,0,0,25,50,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
259,COM3,USACE - Galveston,"Funeral Home, contents (Inventory)",0,0,0,0,0,10,30,60,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
260,COM3,USACE - Galveston,"Laundry, contents (Equipment)",0,0,0,0,0,5,10,13,16,19,22,27,33,40,47,56,65,74,84,94,100,100,100,100,100,100,100,100,100,NULL
261,COM3,USACE - Galveston,"Photo Studio, contents (Equipment)",0,0,0,0,0,10,10,10,10,10,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80,80,80,80,NULL
262,COM3,USACE - Galveston,"Photo Studio, contents (Inventory)",0,0,0,0,0,0,0,80,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
263,COM3,USACE - Galveston,"Truck Mfg & Sales, contents (Equipment)",0,0,0,0,0,65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
264,COM3,USACE - Galveston,"Truck Mfg & Sales, contents (Inventory)",0,0,0,0,0,34,50,57,65,71,76,80,88,89,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
265,COM3,USACE - Galveston,"Washateria, contents (Equipment)",0,0,0,0,0,20,55,78,83,86,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
266,COM3,USACE - New Orleans,"Auto Repair, contents, salt water, long duration",0,0,0,0,0,88,88,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
267,COM3,USACE - New Orleans,"Auto Repair, contents, fresh water, short duration",0,0,0,0,0,17,45,60,65,86,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,NULL
268,COM3,USACE - New Orleans,"Barber Shop, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
269,COM3,USACE - New Orleans,"Barber Shop, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
270,COM3,USACE - New Orleans,"Beauty Salon, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
271,COM3,USACE - New Orleans,"Beauty Salon, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
272,COM3,USACE - New Orleans,"Funeral Home, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
273,COM3,USACE - New Orleans,"Funeral Home, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NULL
274,COM3,USACE - New Orleans,"Laundromat, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
275,COM3,USACE - New Orleans,"Laundromat, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
276,COM3,USACE - New Orleans,"Reupholstery, contents, salt water, long duration",0,0,0,0,0,88,88,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
277,COM3,USACE - New Orleans,"Reupholstery, contents, fresh water, short duration",0,0,0,0,0,17,45,60,65,86,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,NULL
278,COM3,USACE - New Orleans,"Watch Repair, contents, salt water, long duration",0,0,0,0,0,88,88,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
279,COM3,USACE - New Orleans,"Watch Repair, contents, fresh water, short duration",0,0,0,0,0,17,45,60,65,86,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,NULL
280,COM4,USACE - Galveston,"Average Prof/Tech services, Contents (Equipment/Inventory)",0,0,0,0,2,18,25,35,43,49,52,55,57,58,60,65,67,68,69,70,71,71,72,72,72,72,72,72,72,NULL
281,COM4,USACE - Galveston,"Airport, contents (Equipment)",0,0,0,0,0,5,10,10,10,10,10,10,10,10,10,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NULL
282,COM4,USACE - Galveston,"Airport, contents (Inventory)",0,0,0,0,0,30,40,48,55,75,78,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,NULL
283,COM4,USACE - Galveston,"Boat Stalls, contents (Equipment)",0,0,0,0,0,3,6,8,11,13,15,17,19,21,22,24,25,27,28,29,31,32,33,34,35,36,37,38,39,NULL
284,COM4,USACE - Galveston,"Boat Storage, contents (Inventory)",0,0,0,0,1,4,7,12,18,24,32,40,48,54,58,63,66,68,70,70,70,70,70,70,70,70,70,70,70,NULL
285,COM4,USACE - Galveston,"Business, contents (Inventory)",0,0,0,0,0,2,6,10,15,19,24,28,33,38,44,49,55,62,69,78,86,95,100,100,100,100,100,100,100,NULL
286,COM4,USACE - Galveston,"Import Sales, contents (Equipment)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
287,COM4,USACE - Galveston,"Import Sales, contents (Inventory)",0,0,0,0,0,60,65,70,75,80,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,NULL
288,COM4,USACE - Galveston,"Large Commercial Office, contents (Equipment)",0,0,0,0,0,16,21,24,25,26,28,31,36,42,50,71,84,100,100,100,100,100,100,100,100,100,100,100,100,NULL
289,COM4,USACE - Galveston,"Real Estate Office, contents (Equipment)",0,0,0,0,0,1,9,42,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
290,COM4,USACE - Galveston,"Real Estate Office, contents (Inventory)",0,0,0,0,25,43,63,70,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
291,COM4,USACE - Galveston,"Transport Comapny, contents (Equipment)",0,0,0,0,0,60,75,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,NULL
292,COM4,USACE - Galveston,"Utility Company, contents (Equipment)",0,0,0,0,0,0,0,0,10,20,30,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NULL
293,COM4,USACE - Galveston,"Utility Company, contents (Inventory)",0,0,0,0,0,1,1,5,7,10,11,12,13,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,NULL
294,COM4,USACE - Galveston,"Water Supply, contents (Equipment)",0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,NULL
295,COM4,USACE - New Orleans,"Accounting Firm, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
296,COM4,USACE - New Orleans,"Accounting Firm, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NULL
297,COM4,USACE - New Orleans,"Legal Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
298,COM4,USACE - New Orleans,"Legal Office, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NULL
299,COM4,USACE - New Orleans,"Real Estate Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
300,COM4,USACE - New Orleans,"Real Estate Office, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NULL
301,COM4,USACE - New Orleans,"Utility Company, contents, salt water, long duration",0,0,0,0,0,60,60,60,60,60,60,60,60,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
302,COM4,USACE - New Orleans,"Utility Company, contents, fresh water, short duration",0,0,0,0,0,5,18,50,50,52,58,58,58,58,58,59,69,70,70,79,79,79,79,79,79,79,79,79,79,NULL
303,COM4,USACE - St. Paul,"Professional, contents, fresh water",0,0,0,0,15,31,43,53,61,67,71,73,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,NULL
304,COM5,USACE - Galveston,"Bank, Contents",0,0,0,0,0,50,74,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
305,COM5,USACE - Galveston,"Bank, Contents (Equipment)",0,0,0,0,0,50,60,70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
306,COM5,USACE - Galveston,"Bank, Contents (Inventory)",0,0,0,0,0,50,87,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
307,COM5,USACE - New Orleans,"Bank, Contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
308,COM5,USACE - New Orleans,"Bank, Contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,NULL
309,COM6,USACE - Galveston,"Hospital, Contents",0,0,0,0,0,0,0,10,20,30,65,72,78,85,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,NULL
310,COM6,USACE - Galveston,"Hospital, contents (Equipment)",0,0,0,0,0,0,0,20,30,40,50,60,70,80,95,95,95,95,96,96,96,96,96,96,96,96,96,96,96,NULL
311,COM6,USACE - Galveston,"Hospital, contents (Inventory)",0,0,0,0,0,0,0,0,10,20,80,83,86,89,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,NULL
312,COM7,USACE - Galveston,"Average Medical Offic/Clinic, Contents (Equipment/Inventory)",0,0,0,0,0,28,51,60,63,67,71,72,74,77,81,86,92,94,97,99,100,100,100,100,100,100,100,100,100,NULL
313,COM7,USACE - Galveston,"Doctor's Office, contents (Equipment)",0,0,0,0,0,7,12,15,16,18,22,27,34,43,57,75,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
314,COM7,USACE - Galveston,"Dentist's Office, contents (Equipment)",0,0,0,0,0,25,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
315,COM7,USACE - Galveston,"Dentist's Office, contents (Inventory)",0,0,0,0,0,21,40,55,70,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
316,COM7,USACE - Galveston,"Chiropractic Clinic, contents (Equipment)",0,0,0,0,0,6,30,30,30,31,32,35,38,42,47,54,62,72,84,95,100,100,100,100,100,100,100,100,100,NULL
317,COM7,USACE - Galveston,"X-Ray Service, contents (Inventory)",0,0,0,0,0,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
318,COM7,USACE - New Orleans,"Medical Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NULL
